"startdate","enddate","house","refno","Conservatives","Labour","Liberal.Democrats","SNP","Plaid.Cymru","Greens","UKIP","Other","Total","generic"
270,363,"YouGov",176,8,19,1,0,0,5,4,0,37,TRUE
270,363,"YouGov",177,18,13,3,0,0,2,14,1,51,TRUE
270,363,"YouGov",178,12,6,2,0,0,0,4,0,24,TRUE
270,363,"YouGov",179,6,13,0,0,0,0,1,0,20,TRUE
270,363,"YouGov",180,7,15,0,0,0,1,1,0,24,TRUE
270,363,"YouGov",181,17,11,3,0,0,8,3,0,42,TRUE
270,363,"YouGov",182,7,10,1,0,0,1,4,0,23,TRUE
270,363,"YouGov",183,8,9,3,0,0,1,10,0,31,TRUE
270,363,"YouGov",184,25,23,1,0,0,3,7,2,61,TRUE
270,363,"YouGov",185,10,14,1,0,0,1,5,0,31,TRUE
270,363,"YouGov",186,13,10,1,0,0,1,2,0,27,TRUE
270,363,"YouGov",187,9,5,3,0,0,1,2,3,23,TRUE
270,363,"YouGov",188,18,8,8,0,0,2,10,1,47,TRUE
270,363,"YouGov",189,22,10,4,0,0,3,14,3,56,TRUE
270,363,"YouGov",190,15,6,11,0,0,3,8,0,43,TRUE
270,363,"YouGov",191,20,10,4,0,0,3,5,0,42,TRUE
270,363,"YouGov",192,22,6,5,0,0,3,13,0,49,TRUE
270,363,"YouGov",193,20,14,1,0,0,3,19,3,60,TRUE
270,363,"YouGov",194,3,12,0,0,0,0,6,0,21,TRUE
270,363,"YouGov",195,7,23,2,0,0,2,8,0,42,TRUE
270,363,"YouGov",196,4,29,1,0,0,1,8,1,44,TRUE
270,363,"YouGov",197,14,8,13,0,0,5,10,0,50,TRUE
270,363,"YouGov",198,20,10,0,0,0,5,8,0,43,TRUE
270,363,"YouGov",199,18,16,2,0,0,4,7,3,50,TRUE
270,363,"YouGov",200,28,5,10,0,0,2,3,0,48,TRUE
270,363,"YouGov",201,15,20,2,0,0,2,7,0,46,TRUE
270,363,"YouGov",204,8,10,1,0,0,0,9,0,28,TRUE
270,363,"YouGov",205,15,14,2,0,0,1,7,0,39,TRUE
270,363,"YouGov",206,10,28,1,0,0,3,0,1,43,TRUE
270,363,"YouGov",207,8,12,1,7,0,0,1,0,29,TRUE
270,363,"YouGov",208,11,10,1,13,0,0,3,0,38,TRUE
270,363,"YouGov",209,5,6,10,13,0,1,1,0,36,TRUE
270,363,"YouGov",210,2,4,1,15,0,0,1,0,23,TRUE
270,363,"YouGov",211,5,9,1,19,0,0,0,0,34,TRUE
270,363,"YouGov",212,6,11,2,20,0,0,2,0,41,TRUE
270,363,"YouGov",213,4,17,7,10,0,0,2,0,40,TRUE
270,363,"YouGov",214,20,30,6,0,0,5,3,1,65,TRUE
270,363,"YouGov",215,8,21,1,0,0,2,9,2,43,TRUE
270,363,"YouGov",216,6,20,1,0,0,0,9,0,36,TRUE
270,363,"YouGov",217,2,3,1,0,2,0,3,0,11,TRUE
270,363,"YouGov",218,21,19,4,0,0,5,11,0,60,TRUE
270,363,"YouGov",219,5,12,1,0,0,1,2,0,21,TRUE
270,363,"YouGov",220,2,5,1,0,0,1,1,0,10,TRUE
270,363,"YouGov",221,2,15,0,0,0,2,3,1,23,TRUE
270,363,"YouGov",222,2,16,2,0,0,1,2,0,23,TRUE
270,363,"YouGov",223,6,19,0,16,0,0,0,0,41,TRUE
270,363,"YouGov",224,8,18,0,12,0,0,1,0,39,TRUE
270,363,"YouGov",225,25,5,19,0,0,3,10,0,62,TRUE
270,363,"YouGov",226,14,14,6,0,0,4,5,1,44,TRUE
270,363,"YouGov",227,14,8,1,0,0,4,5,0,32,TRUE
270,363,"YouGov",228,9,15,1,23,0,5,1,0,54,TRUE
270,363,"YouGov",229,7,18,4,17,0,2,2,0,50,TRUE
270,363,"YouGov",230,7,18,4,18,0,3,0,1,51,TRUE
270,363,"YouGov",231,14,11,1,10,0,3,2,0,41,TRUE
270,363,"YouGov",232,4,12,6,10,0,3,2,0,37,TRUE
270,363,"YouGov",233,4,13,1,0,0,0,1,0,19,TRUE
270,363,"YouGov",234,8,14,1,0,0,0,1,1,25,TRUE
270,363,"YouGov",235,23,22,2,0,0,3,9,0,59,TRUE
270,363,"YouGov",236,12,14,1,0,0,3,3,0,33,TRUE
270,363,"YouGov",237,6,12,2,0,0,4,4,0,28,TRUE
270,363,"YouGov",238,21,15,4,0,0,4,12,0,56,TRUE
270,363,"YouGov",239,19,4,2,0,0,1,2,0,28,TRUE
270,363,"YouGov",240,24,9,1,0,0,2,9,1,46,TRUE
270,363,"YouGov",241,13,21,1,0,0,5,5,0,45,TRUE
270,363,"YouGov",242,5,20,1,0,0,1,3,1,31,TRUE
270,363,"YouGov",243,21,7,2,0,0,2,4,0,36,TRUE
270,363,"YouGov",244,24,34,6,0,0,6,9,1,80,TRUE
270,363,"YouGov",245,5,13,0,26,0,0,0,0,44,TRUE
270,363,"YouGov",246,29,11,4,0,0,8,12,0,64,TRUE
270,363,"YouGov",247,17,3,5,0,0,1,8,0,34,TRUE
270,363,"YouGov",248,8,23,4,0,0,2,9,0,46,TRUE
270,363,"YouGov",250,8,8,2,12,0,0,1,0,31,TRUE
270,363,"YouGov",251,23,16,3,0,0,4,8,0,54,TRUE
270,363,"YouGov",252,17,25,1,0,0,1,2,0,46,TRUE
270,363,"YouGov",253,20,13,7,0,0,2,18,1,61,TRUE
270,363,"YouGov",254,15,14,1,0,0,1,12,0,43,TRUE
270,363,"YouGov",256,17,7,1,0,0,0,4,2,31,TRUE
270,363,"YouGov",257,19,8,2,0,0,4,10,2,45,TRUE
270,363,"YouGov",258,6,10,0,0,0,3,0,0,19,TRUE
270,363,"YouGov",259,7,21,3,0,0,1,7,0,39,TRUE
270,363,"YouGov",260,21,25,2,0,0,4,8,0,60,TRUE
270,363,"YouGov",261,14,17,2,0,0,1,9,0,43,TRUE
270,363,"YouGov",262,4,8,2,19,0,4,1,0,38,TRUE
270,363,"YouGov",263,1,5,0,8,0,0,0,0,14,TRUE
270,363,"YouGov",264,3,8,2,22,0,6,1,0,42,TRUE
270,363,"YouGov",265,1,9,0,10,0,0,0,0,20,TRUE
270,363,"YouGov",266,3,18,0,22,0,2,3,1,49,TRUE
270,363,"YouGov",267,3,16,2,15,0,1,1,0,38,TRUE
270,363,"YouGov",268,1,11,0,13,0,0,2,0,27,TRUE
270,363,"YouGov",269,3,14,1,11,0,0,1,0,30,TRUE
270,363,"YouGov",270,14,14,4,0,0,1,6,0,39,TRUE
270,363,"YouGov",271,4,6,6,13,0,2,1,0,32,TRUE
270,363,"YouGov",272,33,13,6,0,0,6,10,1,69,TRUE
270,363,"YouGov",273,9,10,4,0,3,0,7,0,33,TRUE
270,363,"YouGov",274,14,10,5,0,0,2,17,0,48,TRUE
270,363,"YouGov",275,14,13,1,0,0,1,13,0,42,TRUE
270,363,"YouGov",276,5,10,3,0,0,3,8,0,29,TRUE
270,363,"YouGov",277,11,10,1,0,0,1,14,0,37,TRUE
270,363,"YouGov",278,11,19,3,0,0,4,6,0,43,TRUE
270,363,"YouGov",279,30,10,9,0,0,4,5,0,58,TRUE
270,363,"YouGov",280,7,22,0,0,0,7,1,0,37,TRUE
270,363,"YouGov",281,1,11,2,0,0,2,2,0,18,TRUE
270,363,"YouGov",282,8,14,0,0,0,1,4,0,27,TRUE
270,363,"YouGov",283,16,17,1,0,0,4,8,1,47,TRUE
270,363,"YouGov",284,19,10,3,0,0,4,7,0,43,TRUE
270,363,"YouGov",285,5,20,0,0,0,3,5,0,33,TRUE
270,363,"YouGov",286,17,19,1,0,0,4,1,1,43,TRUE
270,363,"YouGov",287,14,5,3,0,0,4,6,0,32,TRUE
270,363,"YouGov",288,36,9,4,0,0,1,6,0,56,TRUE
270,363,"YouGov",289,21,6,10,0,0,6,9,0,52,TRUE
270,363,"YouGov",290,8,13,1,0,0,2,6,3,33,TRUE
270,363,"YouGov",291,23,6,6,0,0,2,3,0,40,TRUE
270,363,"YouGov",292,15,11,3,0,0,1,5,0,35,TRUE
270,363,"YouGov",293,19,10,10,0,0,5,9,0,53,TRUE
270,363,"YouGov",294,14,12,0,0,0,1,3,1,31,TRUE
270,363,"YouGov",295,10,14,1,0,0,0,2,0,27,TRUE
270,363,"YouGov",296,5,10,1,0,0,2,8,1,27,TRUE
270,363,"YouGov",297,14,12,4,0,0,3,7,0,40,TRUE
270,363,"YouGov",298,21,23,0,0,0,6,5,1,56,TRUE
270,363,"YouGov",299,10,11,1,0,0,2,4,0,28,TRUE
270,363,"YouGov",300,6,7,0,0,0,1,10,0,24,TRUE
270,363,"YouGov",301,8,15,5,0,0,3,4,0,35,TRUE
270,363,"YouGov",302,22,9,1,0,0,6,6,0,44,TRUE
270,363,"YouGov",303,8,17,1,0,0,0,3,0,29,TRUE
270,363,"YouGov",304,11,17,1,0,0,0,4,0,33,TRUE
270,363,"YouGov",305,20,7,3,0,0,5,8,0,43,TRUE
270,363,"YouGov",306,20,7,5,0,0,2,8,1,43,TRUE
270,363,"YouGov",307,20,2,4,0,0,3,6,0,35,TRUE
270,363,"YouGov",308,28,15,2,0,0,5,8,1,59,TRUE
270,363,"YouGov",309,21,10,3,0,0,6,6,0,46,TRUE
270,363,"YouGov",310,24,10,7,0,0,6,13,1,61,TRUE
270,363,"YouGov",311,25,10,0,0,0,3,6,0,44,TRUE
270,363,"YouGov",312,23,12,1,0,0,2,6,0,44,TRUE
270,363,"YouGov",313,7,14,0,0,0,3,9,0,33,TRUE
270,363,"YouGov",314,21,19,1,0,0,5,13,1,60,TRUE
270,363,"YouGov",315,14,10,1,0,0,4,3,0,32,TRUE
270,363,"YouGov",316,20,32,11,0,0,11,4,1,79,TRUE
270,363,"YouGov",317,19,11,0,0,0,3,11,0,44,TRUE
270,363,"YouGov",318,10,26,9,0,0,6,4,1,56,TRUE
270,363,"YouGov",319,28,6,7,0,0,2,5,1,49,TRUE
270,363,"YouGov",320,3,17,0,0,0,2,5,0,27,TRUE
270,363,"YouGov",321,16,18,5,0,0,2,3,3,47,TRUE
270,363,"YouGov",322,7,6,2,0,0,4,5,0,24,TRUE
270,363,"YouGov",323,7,14,0,0,0,0,8,0,29,TRUE
270,363,"YouGov",324,10,18,3,0,0,1,7,1,40,TRUE
270,363,"YouGov",325,6,12,3,0,0,0,9,0,30,TRUE
270,363,"YouGov",326,29,10,7,0,0,1,12,0,59,TRUE
270,363,"YouGov",327,7,10,0,0,0,5,7,0,29,TRUE
270,363,"YouGov",328,17,19,2,0,0,0,7,0,45,TRUE
270,363,"YouGov",329,8,12,1,0,0,1,2,0,24,TRUE
270,363,"YouGov",330,3,8,0,15,0,1,1,0,28,TRUE
270,363,"YouGov",331,8,6,12,13,0,2,2,0,43,TRUE
270,363,"YouGov",332,15,12,2,0,0,2,4,0,35,TRUE
270,363,"YouGov",333,30,20,7,0,0,7,33,3,100,TRUE
270,363,"YouGov",334,8,32,6,0,0,6,4,0,56,TRUE
270,363,"YouGov",335,9,15,2,0,0,7,3,0,36,TRUE
270,363,"YouGov",336,5,15,1,0,1,0,5,1,28,TRUE
270,363,"YouGov",337,13,26,1,0,0,1,8,0,49,TRUE
270,363,"YouGov",338,14,16,2,0,0,2,7,0,41,TRUE
270,363,"YouGov",339,11,5,2,0,0,5,3,0,26,TRUE
270,363,"YouGov",340,7,5,0,0,0,1,6,0,19,TRUE
270,363,"YouGov",341,14,22,1,0,0,4,8,0,49,TRUE
270,363,"YouGov",342,2,12,0,15,0,2,2,0,33,TRUE
270,363,"YouGov",343,20,11,13,0,0,3,5,2,54,TRUE
270,363,"YouGov",344,10,17,3,0,0,1,7,0,38,TRUE
270,363,"YouGov",345,5,13,0,32,0,1,0,0,51,TRUE
270,363,"YouGov",346,4,12,0,0,0,2,1,0,19,TRUE
270,363,"YouGov",348,3,5,1,12,0,0,1,0,22,TRUE
270,363,"YouGov",349,9,21,0,0,0,3,8,1,42,TRUE
270,363,"YouGov",350,16,20,3,0,0,3,4,1,47,TRUE
270,363,"YouGov",351,10,14,3,0,0,4,7,0,38,TRUE
270,363,"YouGov",352,4,15,1,0,0,1,2,0,23,TRUE
270,363,"YouGov",353,16,14,1,0,0,8,3,0,42,TRUE
270,363,"YouGov",354,11,8,11,0,0,2,4,0,36,TRUE
270,363,"YouGov",355,5,21,1,0,0,5,4,0,36,TRUE
270,363,"YouGov",356,3,11,2,0,0,1,0,0,17,TRUE
270,363,"YouGov",357,7,6,0,0,0,1,0,2,16,TRUE
270,363,"YouGov",358,6,12,1,0,0,2,4,2,27,TRUE
270,363,"YouGov",359,24,17,3,0,0,2,8,2,56,TRUE
270,363,"YouGov",360,14,10,3,0,0,1,5,0,33,TRUE
270,363,"YouGov",361,14,23,1,0,0,4,7,1,50,TRUE
270,363,"YouGov",362,14,2,8,0,0,2,6,0,32,TRUE
270,363,"YouGov",363,2,21,4,0,0,2,3,0,32,TRUE
270,363,"YouGov",364,7,12,1,0,0,4,11,0,35,TRUE
270,363,"YouGov",365,12,20,3,0,0,1,1,0,37,TRUE
270,363,"YouGov",366,7,22,1,0,0,2,2,0,34,TRUE
270,363,"YouGov",367,30,16,2,0,0,3,8,1,60,TRUE
270,363,"YouGov",368,18,31,3,0,0,4,8,2,66,TRUE
270,363,"YouGov",369,5,9,1,10,0,1,0,2,28,TRUE
270,363,"YouGov",370,3,16,1,0,0,4,1,3,28,TRUE
270,363,"YouGov",371,1,13,3,0,0,1,1,0,19,TRUE
270,363,"YouGov",372,3,17,2,0,0,1,4,1,28,TRUE
270,363,"YouGov",373,1,12,0,0,0,0,2,0,15,TRUE
270,363,"YouGov",374,4,11,1,22,0,2,1,0,41,TRUE
270,363,"YouGov",375,5,14,0,0,9,2,6,1,37,TRUE
270,363,"YouGov",377,14,17,1,0,0,1,3,0,36,TRUE
270,363,"YouGov",378,24,7,1,0,0,2,11,1,46,TRUE
270,363,"YouGov",379,5,4,1,0,0,2,4,0,16,TRUE
270,363,"YouGov",380,9,11,1,0,0,0,3,0,24,TRUE
270,363,"YouGov",381,4,6,1,0,0,0,3,0,14,TRUE
270,363,"YouGov",382,20,14,4,0,0,1,6,0,45,TRUE
270,363,"YouGov",383,27,5,7,0,0,1,4,1,45,TRUE
270,363,"YouGov",384,13,8,5,0,0,0,5,0,31,TRUE
270,363,"YouGov",385,5,14,2,0,0,1,8,0,30,TRUE
270,363,"YouGov",386,16,6,1,0,0,4,12,1,40,TRUE
270,363,"YouGov",387,6,22,3,0,0,5,3,0,39,TRUE
270,363,"YouGov",388,6,21,2,0,0,5,2,2,38,TRUE
270,363,"YouGov",389,8,22,9,0,0,5,2,2,48,TRUE
270,363,"YouGov",390,6,17,2,0,0,3,9,1,38,TRUE
270,363,"YouGov",391,27,10,11,0,0,6,17,1,72,TRUE
270,363,"YouGov",392,12,6,2,0,0,0,8,1,29,TRUE
270,363,"YouGov",393,1,8,0,0,0,0,2,0,11,TRUE
270,363,"YouGov",394,1,6,1,0,0,2,5,0,15,TRUE
270,363,"YouGov",395,13,26,0,0,0,5,4,1,49,TRUE
270,363,"YouGov",396,3,5,2,9,0,1,0,0,20,TRUE
270,363,"YouGov",397,24,16,7,0,0,3,9,1,60,TRUE
270,363,"YouGov",398,28,26,4,0,0,7,17,3,85,TRUE
270,363,"YouGov",399,7,10,0,0,0,0,2,0,19,TRUE
270,363,"YouGov",400,24,4,10,0,0,2,7,0,47,TRUE
270,363,"YouGov",401,17,7,3,0,2,3,7,0,39,TRUE
270,363,"YouGov",402,12,5,10,0,1,0,4,0,32,TRUE
270,363,"YouGov",403,7,9,2,19,0,0,2,3,42,TRUE
270,363,"YouGov",404,14,14,3,0,0,1,11,1,44,TRUE
270,363,"YouGov",405,16,20,2,0,0,1,18,1,58,TRUE
270,363,"YouGov",406,2,8,0,13,0,0,2,0,25,TRUE
270,363,"YouGov",407,0,1,0,5,0,0,0,0,6,TRUE
270,363,"YouGov",408,4,10,1,0,8,1,4,0,28,TRUE
270,363,"YouGov",409,15,4,2,0,0,2,8,0,31,TRUE
270,363,"YouGov",410,18,7,5,0,0,4,10,0,44,TRUE
270,363,"YouGov",411,17,12,1,0,0,1,10,1,42,TRUE
270,363,"YouGov",412,26,3,7,0,0,1,9,1,47,TRUE
270,363,"YouGov",413,8,10,1,0,0,2,7,0,28,TRUE
270,363,"YouGov",414,5,17,1,0,0,3,10,1,37,TRUE
270,363,"YouGov",415,12,27,7,0,0,7,4,2,59,TRUE
270,363,"YouGov",416,12,26,5,0,0,3,6,1,53,TRUE
270,363,"YouGov",417,4,8,0,0,2,2,3,0,19,TRUE
270,363,"YouGov",418,9,15,2,0,1,1,4,0,32,TRUE
270,363,"YouGov",420,22,6,4,0,0,4,9,0,45,TRUE
270,363,"YouGov",421,22,15,4,0,0,4,13,1,59,TRUE
270,363,"YouGov",422,24,18,18,0,0,5,13,1,79,TRUE
270,363,"YouGov",423,8,6,3,0,0,4,4,0,25,TRUE
270,363,"YouGov",424,17,8,6,0,0,2,13,0,46,TRUE
270,363,"YouGov",425,14,11,6,0,0,1,13,0,45,TRUE
270,363,"YouGov",426,4,23,1,0,0,1,7,0,36,TRUE
270,363,"YouGov",427,9,12,1,0,0,1,5,0,28,TRUE
270,363,"YouGov",428,9,8,1,0,0,2,7,0,27,TRUE
270,363,"YouGov",429,15,4,2,0,0,1,6,0,28,TRUE
270,363,"YouGov",430,11,17,0,0,0,5,9,0,42,TRUE
270,363,"YouGov",431,16,27,9,0,0,10,3,4,69,TRUE
270,363,"YouGov",432,3,17,0,0,0,4,4,0,28,TRUE
270,363,"YouGov",433,5,14,0,0,0,1,4,0,24,TRUE
270,363,"YouGov",434,12,13,3,0,0,3,3,0,34,TRUE
270,363,"YouGov",435,15,17,1,0,0,4,7,1,45,TRUE
270,363,"YouGov",436,5,13,0,13,0,0,1,0,32,TRUE
270,363,"YouGov",437,6,22,1,0,3,0,3,0,35,TRUE
270,363,"YouGov",438,21,10,0,0,0,2,9,1,43,TRUE
270,363,"YouGov",439,7,8,3,0,0,0,12,1,31,TRUE
270,363,"YouGov",440,5,17,0,0,0,1,6,0,29,TRUE
270,363,"YouGov",441,0,4,3,3,0,0,3,0,13,TRUE
270,363,"YouGov",442,16,9,2,0,0,3,12,0,42,TRUE
270,363,"YouGov",443,8,18,8,0,0,4,4,0,42,TRUE
270,363,"YouGov",444,12,8,6,0,0,2,5,0,33,TRUE
270,363,"YouGov",445,3,13,1,7,0,2,1,0,27,TRUE
270,363,"YouGov",446,2,12,1,14,0,2,1,0,32,TRUE
270,363,"YouGov",447,14,11,5,0,0,1,12,0,43,TRUE
270,363,"YouGov",448,5,13,2,0,0,0,8,0,28,TRUE
270,363,"YouGov",449,10,6,1,0,0,1,6,0,24,TRUE
270,363,"YouGov",450,11,7,0,14,0,3,0,0,35,TRUE
270,363,"YouGov",451,10,21,4,0,0,2,7,3,47,TRUE
270,363,"YouGov",452,10,15,0,0,0,2,7,0,34,TRUE
270,363,"YouGov",453,13,13,1,0,0,12,7,0,46,TRUE
270,363,"YouGov",454,7,16,2,0,4,4,3,1,37,TRUE
270,363,"YouGov",455,25,11,3,0,0,3,17,0,59,TRUE
270,363,"YouGov",456,8,20,2,0,0,2,2,0,34,TRUE
270,363,"YouGov",458,12,7,6,0,0,5,6,0,36,TRUE
270,363,"YouGov",459,15,13,1,0,5,5,6,3,48,TRUE
270,363,"YouGov",460,2,12,1,0,0,5,4,0,24,TRUE
270,363,"YouGov",461,26,24,3,0,0,2,5,1,61,TRUE
270,363,"YouGov",462,21,11,3,0,0,6,3,1,45,TRUE
270,363,"YouGov",463,21,4,2,0,0,1,11,0,39,TRUE
270,363,"YouGov",464,28,14,3,0,0,10,7,0,62,TRUE
270,363,"YouGov",465,14,14,2,0,0,2,6,0,38,TRUE
270,363,"YouGov",466,5,22,2,0,0,4,5,0,38,TRUE
270,363,"YouGov",467,13,11,1,0,0,0,2,1,28,TRUE
270,363,"YouGov",468,26,12,4,0,0,5,3,0,50,TRUE
270,363,"YouGov",469,10,15,1,13,0,0,2,0,41,TRUE
270,363,"YouGov",470,3,10,0,0,2,1,2,0,18,TRUE
270,363,"YouGov",471,15,7,0,0,0,1,7,0,30,TRUE
270,363,"YouGov",472,22,7,1,0,0,0,8,1,39,TRUE
270,363,"YouGov",473,29,14,8,0,0,7,4,1,63,TRUE
270,363,"YouGov",474,7,11,6,0,0,2,5,0,31,TRUE
270,363,"YouGov",475,18,19,4,0,0,3,8,0,52,TRUE
270,363,"YouGov",476,15,13,1,0,0,3,5,1,38,TRUE
270,363,"YouGov",477,21,7,1,0,0,1,13,1,44,TRUE
270,363,"YouGov",478,14,10,3,0,0,1,6,0,34,TRUE
270,363,"YouGov",479,3,1,5,19,0,1,0,1,30,TRUE
270,363,"YouGov",480,15,19,2,0,0,1,9,1,47,TRUE
270,363,"YouGov",481,10,16,1,0,0,4,6,0,37,TRUE
270,363,"YouGov",482,7,10,2,0,0,2,4,0,25,TRUE
270,363,"YouGov",483,25,20,2,0,0,5,6,1,59,TRUE
270,363,"YouGov",484,30,12,2,0,0,1,8,0,53,TRUE
270,363,"YouGov",485,16,6,5,0,0,2,10,0,39,TRUE
270,363,"YouGov",486,15,12,6,0,0,3,6,0,42,TRUE
270,363,"YouGov",487,2,11,0,8,0,0,0,0,21,TRUE
270,363,"YouGov",488,19,5,6,0,0,1,8,0,39,TRUE
270,363,"YouGov",489,24,8,7,0,0,0,4,1,44,TRUE
270,363,"YouGov",490,19,8,7,0,0,6,10,1,51,TRUE
270,363,"YouGov",491,19,11,17,0,0,3,8,3,61,TRUE
270,363,"YouGov",492,7,36,0,0,0,0,7,0,50,TRUE
270,363,"YouGov",493,1,9,0,0,0,4,2,0,16,TRUE
270,363,"YouGov",494,18,12,12,0,0,4,9,0,55,TRUE
270,363,"YouGov",495,9,23,0,0,0,2,7,1,42,TRUE
270,363,"YouGov",496,16,5,5,0,0,3,7,1,37,TRUE
270,363,"YouGov",497,16,14,2,0,0,3,8,2,45,TRUE
270,363,"YouGov",498,13,7,1,0,0,2,8,0,31,TRUE
270,363,"YouGov",499,11,20,1,0,0,2,6,0,40,TRUE
270,363,"YouGov",500,8,11,0,0,0,5,4,0,28,TRUE
270,363,"YouGov",501,26,14,3,0,0,3,5,0,51,TRUE
270,363,"YouGov",502,22,10,2,0,0,4,1,0,39,TRUE
270,363,"YouGov",503,0,8,2,0,0,0,6,0,16,TRUE
270,363,"YouGov",504,4,41,8,0,0,15,2,6,76,TRUE
270,363,"YouGov",505,12,14,16,0,0,8,4,2,56,TRUE
270,363,"YouGov",506,6,21,5,0,0,2,8,1,43,TRUE
270,363,"YouGov",507,8,12,2,0,0,3,9,2,36,TRUE
270,363,"YouGov",508,18,16,1,0,0,3,5,0,43,TRUE
270,363,"YouGov",509,20,18,4,0,0,6,5,1,54,TRUE
270,363,"YouGov",510,16,18,2,0,0,5,14,0,55,TRUE
270,363,"YouGov",511,16,9,4,0,0,7,13,1,50,TRUE
270,363,"YouGov",512,16,11,1,0,0,1,14,1,44,TRUE
270,363,"YouGov",513,18,5,5,0,0,2,14,0,44,TRUE
270,363,"YouGov",514,38,18,5,0,0,1,7,0,69,TRUE
270,363,"YouGov",515,10,14,0,0,0,1,6,0,31,TRUE
270,363,"YouGov",516,15,10,8,0,0,6,6,0,45,TRUE
270,363,"YouGov",517,26,11,8,0,0,2,15,0,62,TRUE
270,363,"YouGov",518,11,16,2,0,0,3,4,0,36,TRUE
270,363,"YouGov",519,26,7,11,0,0,7,12,0,63,TRUE
270,363,"YouGov",520,28,11,4,0,0,1,9,0,53,TRUE
270,363,"YouGov",521,16,10,1,0,0,0,4,0,31,TRUE
270,363,"YouGov",522,6,21,1,0,0,2,10,0,40,TRUE
270,363,"YouGov",523,9,12,1,0,0,6,4,1,33,TRUE
270,363,"YouGov",524,13,21,2,0,0,4,8,3,51,TRUE
270,363,"YouGov",525,17,10,2,0,0,2,10,0,41,TRUE
270,363,"YouGov",526,14,15,7,0,0,3,7,0,46,TRUE
270,363,"YouGov",527,14,10,1,0,0,1,8,3,37,TRUE
270,363,"YouGov",528,17,16,2,0,0,3,3,1,42,TRUE
270,363,"YouGov",529,15,7,2,0,0,0,7,0,31,TRUE
270,363,"YouGov",530,18,8,2,0,0,2,6,0,36,TRUE
270,363,"YouGov",531,21,19,3,0,0,1,9,0,53,TRUE
270,363,"YouGov",532,13,22,2,0,0,1,10,0,48,TRUE
270,363,"YouGov",533,5,9,0,10,0,1,1,0,26,TRUE
270,363,"YouGov",534,7,12,1,0,0,2,6,0,28,TRUE
270,363,"YouGov",535,14,14,0,0,0,2,5,0,35,TRUE
270,363,"YouGov",536,10,10,2,0,0,1,3,0,26,TRUE
270,363,"YouGov",537,3,7,2,0,0,4,1,2,19,TRUE
270,363,"YouGov",538,8,15,0,0,0,1,3,0,27,TRUE
270,363,"YouGov",539,6,5,2,0,0,0,5,0,18,TRUE
270,363,"YouGov",540,12,4,1,0,0,3,7,0,27,TRUE
270,363,"YouGov",541,13,8,1,0,0,1,8,0,31,TRUE
270,363,"YouGov",543,17,8,7,0,0,5,4,1,42,TRUE
270,363,"YouGov",544,7,15,6,0,0,1,4,0,33,TRUE
270,363,"YouGov",545,8,20,1,0,0,3,3,0,35,TRUE
270,363,"YouGov",546,7,20,1,0,0,2,9,0,39,TRUE
270,363,"YouGov",547,23,10,4,0,0,5,9,0,51,TRUE
270,363,"YouGov",548,18,11,2,0,0,2,13,0,46,TRUE
270,363,"YouGov",549,14,8,4,0,0,5,9,0,40,TRUE
270,363,"YouGov",550,8,4,1,0,0,3,6,0,22,TRUE
270,363,"YouGov",551,11,19,2,0,0,2,7,0,41,TRUE
270,363,"YouGov",552,22,11,7,0,0,2,9,1,52,TRUE
270,363,"YouGov",553,36,8,4,0,0,4,10,1,63,TRUE
270,363,"YouGov",554,21,5,8,0,0,2,10,1,47,TRUE
270,363,"YouGov",555,29,6,4,0,0,4,8,1,52,TRUE
270,363,"YouGov",556,23,7,15,0,0,2,8,1,56,TRUE
270,363,"YouGov",557,26,15,5,0,0,2,11,0,59,TRUE
270,363,"YouGov",558,4,15,0,0,1,2,1,0,23,TRUE
270,363,"YouGov",559,10,16,2,0,3,4,14,0,49,TRUE
270,363,"YouGov",560,20,12,3,0,0,4,10,0,49,TRUE
270,363,"YouGov",561,16,17,1,0,0,1,6,0,41,TRUE
270,363,"YouGov",562,10,10,4,0,0,2,5,0,31,TRUE
270,363,"YouGov",563,22,10,3,0,0,3,5,0,43,TRUE
270,363,"YouGov",564,24,4,4,0,0,7,7,2,48,TRUE
270,363,"YouGov",565,6,5,1,0,0,2,8,0,22,TRUE
270,363,"YouGov",566,23,14,4,0,0,2,4,0,47,TRUE
270,363,"YouGov",567,24,10,1,0,0,1,9,0,45,TRUE
270,363,"YouGov",568,13,7,1,0,0,5,12,1,39,TRUE
270,363,"YouGov",569,23,9,2,0,0,2,6,0,42,TRUE
270,363,"YouGov",570,9,7,13,0,0,1,3,0,33,TRUE
270,363,"YouGov",571,7,10,0,0,0,0,7,1,25,TRUE
270,363,"YouGov",572,16,8,4,0,0,1,11,0,40,TRUE
270,363,"YouGov",573,23,9,1,0,0,1,10,0,44,TRUE
270,363,"YouGov",574,15,20,3,0,0,3,1,0,42,TRUE
270,363,"YouGov",575,19,7,15,0,0,1,5,1,48,TRUE
270,363,"YouGov",576,7,15,1,0,5,2,10,1,41,TRUE
270,363,"YouGov",577,11,7,5,0,0,4,5,0,32,TRUE
270,363,"YouGov",578,3,19,2,0,0,2,0,0,26,TRUE
270,363,"YouGov",579,21,10,11,0,0,7,7,1,57,TRUE
270,363,"YouGov",580,18,10,1,0,0,1,6,0,36,TRUE
270,363,"YouGov",581,27,14,17,0,0,3,8,1,70,TRUE
270,363,"YouGov",582,14,31,1,0,0,4,8,0,58,TRUE
